model,regime,feature,importance
random_forest,plan_time,hash_count,0.0020914965505843463
random_forest,plan_time,max_to_root_cost_ratio,0.00208766741081436
random_forest,plan_time,hash_join_count,0.0019415425471091003
random_forest,plan_time,num_scans,0.0016206182188611656
random_forest,plan_time,plan_rows_min_nonzero_node,0.0012615722441946498
random_forest,plan_time,enable_mergejoin,0.0010908006938310463
random_forest,plan_time,num_sorts,0.000943012170916512
random_forest,plan_time,sort_count,0.0008446439484262939
random_forest,plan_time,enable_hashjoin,0.0007753519556706457
random_forest,plan_time,enable_nestloop,0.0005690798196904802
random_forest,plan_time,root_node_type__Aggregate,0.00028896283868774407
random_forest,plan_time,gather_merge_count,0.00018397468858976244
random_forest,plan_time,merge_join_count,0.00017242063605342413
random_forest,plan_time,gather_count,0.0001568060517935867
random_forest,plan_time,root_node_type__Limit,0.00015575209248728549
random_forest,plan_time,materialize_count,0.00011734819600180614
random_forest,plan_time,index_only_scan_count,9.267489950717355e-05
random_forest,plan_time,root_node_type__Sort,9.034464881914843e-05
random_forest,plan_time,limit_count,7.648348485250417e-05
random_forest,plan_time,root_node_type__Hash Join,1.0584284718118144e-05
random_forest,plan_time,incremental_sort_count,1.0576540828329249e-05
random_forest,plan_time,root_node_type__Seq Scan,7.3642560076995045e-06
random_forest,plan_time,windowagg_count,2.895970893508185e-06
random_forest,plan_time,root_node_type__Bitmap Heap Scan,1.7772031773577574e-06
random_forest,plan_time,root_node_type__Nested Loop,4.985613624208609e-07
ridge,plan_time,log1p_estimated_total_cost,2.1316219585478433
ridge,plan_time,total_nodes,1.6757197538571205
ridge,plan_time,max_subtree_cost,1.5668700699703881
ridge,plan_time,startup_to_total_ratio,1.4468533460847466
ridge,plan_time,num_scans,1.0810140368586754
ridge,plan_time,index_scan_count,0.971138165104827
ridge,plan_time,estimated_total_cost,0.8680034840300312
ridge,plan_time,est_rows_per_node,0.8579900256141135
ridge,plan_time,num_joins,0.7764019254628075
ridge,plan_time,log1p_max_subtree_cost,0.7595581169993252
ridge,plan_time,estimated_startup_cost,0.742129301492809
ridge,plan_time,log1p_estimated_startup_cost,0.7309484539201513
ridge,plan_time,estimated_rows,0.6828661091963956
ridge,plan_time,gather_merge_count,0.5649802414738582
ridge,plan_time,seq_scan_count,0.5402398499361563
ridge,plan_time,hash_join_count,0.49424221503443294
ridge,plan_time,hash_count,0.49424221503433197
ridge,plan_time,nested_loop_count,0.46682587091209754
ridge,plan_time,plan_rows_log_range,0.38541754690743396
ridge,plan_time,merge_join_count,0.36461723051289024
ridge,plan_time,gather_count,0.3335000025304019
ridge,plan_time,materialize_count,0.3144481579898554
ridge,plan_time,log1p_total_nodes,0.3032184831139771
ridge,plan_time,index_only_scan_count,0.29503762704827696
ridge,plan_time,cost_per_estimated_row,0.23533763828081025
ridge,plan_time,root_node_type__Hash Join,0.2296967933078085
ridge,plan_time,tree_depth,0.20682463211723082
ridge,plan_time,max_to_root_cost_ratio,0.1882505988818562
ridge,plan_time,plan_rows_min_nonzero_node,0.16758732459632947
ridge,plan_time,aggregate_count,0.16728641782124573
ridge,plan_time,num_aggregates,0.15642815017357864
ridge,plan_time,windowagg_count,0.1557464880696453
ridge,plan_time,root_node_type__Seq Scan,0.1392796496317107
ridge,plan_time,root_node_type__Aggregate,0.1089556456040882
ridge,plan_time,incremental_sort_count,0.10398965211899937
ridge,plan_time,planning_time_ms,0.09866608540724096
ridge,plan_time,root_node_type__Limit,0.09695488127655676
ridge,plan_time,limit_count,0.09695488127651584
ridge,plan_time,root_node_type__Bitmap Heap Scan,0.06992850800078047
ridge,plan_time,sort_count,0.06427247589058645
ridge,plan_time,enable_hashjoin,0.06263610251596813
ridge,plan_time,plan_rows_max_node,0.05906597552705538
ridge,plan_time,log1p_estimated_rows,0.054459735490690414
ridge,plan_time,num_sorts,0.04197087364838454
ridge,plan_time,bitmap_index_scan_count,0.04160478953423078
ridge,plan_time,bitmap_heap_scan_count,0.041604789534226604
ridge,plan_time,root_node_type__Nested Loop,0.03847804763310167
ridge,plan_time,plan_rows_std_to_mean,0.0343101817743293
ridge,plan_time,root_node_type__Sort,0.018129493721589986
ridge,plan_time,enable_nestloop,0.013853420227696507
ridge,plan_time,enable_mergejoin,0.00020906626717311723
xgboost,plan_time,log1p_estimated_total_cost,0.19529251754283905
xgboost,plan_time,log1p_max_subtree_cost,0.15346066653728485
xgboost,plan_time,estimated_total_cost,0.09783881902694702
xgboost,plan_time,max_subtree_cost,0.09619814157485962
xgboost,plan_time,bitmap_index_scan_count,0.09027235209941864
xgboost,plan_time,estimated_startup_cost,0.07464857399463654
xgboost,plan_time,bitmap_heap_scan_count,0.07036133110523224
xgboost,plan_time,index_scan_count,0.03367491438984871
xgboost,plan_time,log1p_estimated_rows,0.02544602006673813
xgboost,plan_time,log1p_total_nodes,0.022904938086867332
xgboost,plan_time,root_node_type__Aggregate,0.01593616046011448
xgboost,plan_time,log1p_estimated_startup_cost,0.013110400177538395
xgboost,plan_time,estimated_rows,0.011626656167209148
xgboost,plan_time,plan_rows_log_range,0.010009055957198143
xgboost,plan_time,total_nodes,0.009707387536764145
xgboost,plan_time,num_aggregates,0.0066127777099609375
xgboost,plan_time,plan_rows_max_node,0.006104014348238707
xgboost,plan_time,seq_scan_count,0.005588475149124861
xgboost,plan_time,aggregate_count,0.005296109709888697
xgboost,plan_time,index_only_scan_count,0.005262519232928753
xgboost,plan_time,root_node_type__Sort,0.005109732039272785
xgboost,plan_time,plan_rows_min_nonzero_node,0.00474766967818141
xgboost,plan_time,num_sorts,0.004618008155375719
xgboost,plan_time,merge_join_count,0.004472218453884125
xgboost,plan_time,est_rows_per_node,0.004405738785862923
xgboost,plan_time,cost_per_estimated_row,0.0031976469326764345
xgboost,plan_time,max_to_root_cost_ratio,0.002735171001404524
xgboost,plan_time,num_scans,0.002643004059791565
xgboost,plan_time,startup_to_total_ratio,0.002305117202922702
xgboost,plan_time,nested_loop_count,0.002213392173871398
xgboost,plan_time,plan_rows_std_to_mean,0.002169914310798049
xgboost,plan_time,incremental_sort_count,0.002128841122612357
xgboost,plan_time,tree_depth,0.001882652286440134
xgboost,plan_time,sort_count,0.0018328349106013775
xgboost,plan_time,gather_merge_count,0.0018308438593521714
xgboost,plan_time,planning_time_ms,0.0007439153268933296
xgboost,plan_time,hash_join_count,0.0005596490809693933
xgboost,plan_time,materialize_count,0.00046664007822982967
xgboost,plan_time,enable_mergejoin,0.0004532193997874856
xgboost,plan_time,gather_count,0.0004392654518596828
