model,regime,feature,importance
catboost,post_mortem,bitmap_index_scan_count,0.3528215755305458
catboost,post_mortem,total_rows_removed_by_filter,0.3146100882673436
catboost,post_mortem,total_nodes,0.3062287480260378
catboost,post_mortem,num_sorts,0.27455453912374667
catboost,post_mortem,index_scan_count,0.26880885445766806
catboost,post_mortem,root_node_type__Sort,0.23833447695766596
catboost,post_mortem,index_only_scan_count,0.2281685947697538
catboost,post_mortem,bitmap_heap_scan_count,0.22468814044288699
catboost,post_mortem,seq_scan_count,0.14398521169311584
catboost,post_mortem,root_node_type__Limit,0.13617264267581994
catboost,post_mortem,gather_count,0.08334405859682212
catboost,post_mortem,gather_merge_count,0.03602603997204199
catboost,post_mortem,root_node_type__Nested Loop,0.015771897956203675
catboost,post_mortem,limit_count,0.013491280221099683
catboost,post_mortem,materialize_count,0.011913879803201839
catboost,post_mortem,incremental_sort_count,0.0008356295842985815
extra_trees,post_mortem,wall_time_ms,0.4056445627532049
extra_trees,post_mortem,actual_total_time_ms,0.39057408405918087
extra_trees,post_mortem,sum_shared_read_blocks,0.13104458198443236
extra_trees,post_mortem,estimated_startup_cost,0.01567958085625462
extra_trees,post_mortem,max_subtree_cost,0.015462117618373737
extra_trees,post_mortem,estimated_total_cost,0.01073585597191866
extra_trees,post_mortem,sum_shared_hit_blocks,0.005246862413408558
extra_trees,post_mortem,tree_depth,0.0033938986819519244
extra_trees,post_mortem,parallel_worker_count,0.0025328379293369434
extra_trees,post_mortem,sum_temp_written_blocks,0.002007574178984197
extra_trees,post_mortem,num_aggregates,0.001653429823759446
extra_trees,post_mortem,sum_temp_read_blocks,0.0015479718539134458
extra_trees,post_mortem,root_node_type__Limit,0.0014507900711086008
extra_trees,post_mortem,aggregate_count,0.0011292272492688308
extra_trees,post_mortem,materialize_count,0.0009095364645877994
extra_trees,post_mortem,gather_merge_count,0.000854832530079221
extra_trees,post_mortem,seq_scan_count,0.0007908326219972363
extra_trees,post_mortem,root_node_type__Aggregate,0.0007696269679391081
extra_trees,post_mortem,limit_count,0.0007549317500002572
extra_trees,post_mortem,bitmap_heap_scan_count,0.0007132200893982182
extra_trees,post_mortem,num_scans,0.0006724776725764907
extra_trees,post_mortem,gather_count,0.0006510665909325831
extra_trees,post_mortem,index_scan_count,0.0005878499216780323
extra_trees,post_mortem,nested_loop_count,0.0005821722781630458
extra_trees,post_mortem,num_sorts,0.0005005212967804413
extra_trees,post_mortem,actual_rows,0.0004913828547966102
extra_trees,post_mortem,num_joins,0.00048710882978737855
extra_trees,post_mortem,sort_count,0.0004460537418932679
extra_trees,post_mortem,total_rows_removed_by_filter,0.00037116793084909696
extra_trees,post_mortem,estimated_rows,0.00036447097792151854
extra_trees,post_mortem,total_nodes,0.00033799827074898297
extra_trees,post_mortem,root_node_type__Sort,0.000325615059391398
extra_trees,post_mortem,planning_time_ms,0.0002922038008591345
extra_trees,post_mortem,bitmap_index_scan_count,0.00022380394189714948
extra_trees,post_mortem,max_actual_loops,0.00021538470965010197
extra_trees,post_mortem,hash_count,0.00021025743605892588
extra_trees,post_mortem,hash_join_count,0.0002090535610432319
extra_trees,post_mortem,index_only_scan_count,9.575305020618212e-05
extra_trees,post_mortem,merge_join_count,3.3633982494046116e-05
extra_trees,post_mortem,incremental_sort_count,5.05216339007644e-06
extra_trees,post_mortem,root_node_type__Nested Loop,6.160597834727994e-07
gradient_boosting,post_mortem,wall_time_ms,0.6212677145704565
gradient_boosting,post_mortem,actual_total_time_ms,0.37685387706902884
gradient_boosting,post_mortem,max_subtree_cost,0.00045623220303984616
gradient_boosting,post_mortem,estimated_rows,0.0002687010513343572
gradient_boosting,post_mortem,planning_time_ms,0.0002627552449102807
gradient_boosting,post_mortem,num_sorts,0.00020480164151533245
gradient_boosting,post_mortem,index_scan_count,0.00020073831098552246
gradient_boosting,post_mortem,num_scans,0.00016822104234752593
gradient_boosting,post_mortem,sort_count,0.00010670144166062147
gradient_boosting,post_mortem,total_nodes,9.218858123471554e-05
gradient_boosting,post_mortem,seq_scan_count,6.681829918378393e-05
gradient_boosting,post_mortem,sum_shared_hit_blocks,2.315991078199617e-05
gradient_boosting,post_mortem,sum_shared_read_blocks,1.7416999049947012e-05
gradient_boosting,post_mortem,actual_rows,5.482511820036933e-06
gradient_boosting,post_mortem,nested_loop_count,1.3971320905644357e-06
gradient_boosting,post_mortem,estimated_startup_cost,1.29346144655864e-06
gradient_boosting,post_mortem,max_actual_loops,8.43433602972356e-07
gradient_boosting,post_mortem,estimated_total_cost,6.452712829452095e-07
gradient_boosting,post_mortem,total_rows_removed_by_filter,2.245969172174833e-07
gradient_boosting,post_mortem,parallel_worker_count,1.5370252175693783e-07
gradient_boosting,post_mortem,materialize_count,1.1971345302537296e-07
gradient_boosting,post_mortem,num_aggregates,1.1969331239010301e-07
gradient_boosting,post_mortem,aggregate_count,8.524855700698358e-08
gradient_boosting,post_mortem,tree_depth,4.667660768404959e-08
gradient_boosting,post_mortem,gather_count,4.48806836334911e-08
gradient_boosting,post_mortem,sum_temp_written_blocks,4.3462920354907405e-08
gradient_boosting,post_mortem,sum_temp_read_blocks,3.51309875446615e-08
gradient_boosting,post_mortem,gather_merge_count,3.387693136498076e-08
gradient_boosting,post_mortem,hash_count,3.234388113324545e-08
gradient_boosting,post_mortem,bitmap_heap_scan_count,2.3688206604547773e-08
gradient_boosting,post_mortem,num_joins,1.3790796296973563e-08
gradient_boosting,post_mortem,root_node_type__Nested Loop,1.3562268527727227e-08
gradient_boosting,post_mortem,root_node_type__Sort,7.832324645755029e-09
gradient_boosting,post_mortem,hash_join_count,4.876454595882166e-09
gradient_boosting,post_mortem,root_node_type__Aggregate,4.145945074752765e-09
gradient_boosting,post_mortem,merge_join_count,2.2213837633797907e-09
gradient_boosting,post_mortem,index_only_scan_count,1.1135862507400499e-09
gradient_boosting,post_mortem,limit_count,4.2998656668891647e-10
gradient_boosting,post_mortem,root_node_type__Limit,4.2706833670611495e-10
gradient_boosting,post_mortem,bitmap_index_scan_count,2.8020708923227343e-10
gradient_boosting,post_mortem,incremental_sort_count,1.2922673302719232e-10
lasso,post_mortem,sum_temp_read_blocks,2.03566009746017
lasso,post_mortem,sum_temp_written_blocks,1.832143977986431
lasso,post_mortem,actual_total_time_ms,1.0589180745710136
lasso,post_mortem,total_nodes,0.7429463593971358
lasso,post_mortem,num_scans,0.5792525867122947
lasso,post_mortem,estimated_rows,0.41367257218666303
lasso,post_mortem,tree_depth,0.2887523803430596
lasso,post_mortem,nested_loop_count,0.28162008610472533
lasso,post_mortem,sum_shared_hit_blocks,0.2605672766214327
lasso,post_mortem,max_actual_loops,0.19784711401748165
lasso,post_mortem,seq_scan_count,0.15762354915469282
lasso,post_mortem,materialize_count,0.1556448777010625
lasso,post_mortem,root_node_type__Sort,0.14990492090898347
lasso,post_mortem,wall_time_ms,0.14579321670465756
lasso,post_mortem,bitmap_index_scan_count,0.12392363698013524
lasso,post_mortem,root_node_type__Nested Loop,0.09861885612584685
lasso,post_mortem,index_only_scan_count,0.08215852718652243
lasso,post_mortem,planning_time_ms,0.08029795519603783
